  ^28/*28$ ^ымыӈ/*ымыӈ$
   ^2/*2$ ^эԓгъаноквын/*эԓгъаноквын$
   ^2/*2$ ^эԓгарвэнӄор/*эԓгарвэнӄор$
   ^2/*2$ ^эӈэӈыԓьигым/*эӈэӈыԓьигым$
   ^2/*2$ ^эюргымтэӄэткэ/*эюргымтэӄэткэ$
   ^2/*2$ ^ээкэт/*ээкэт$
   ^2/*2$ ^ээккин/*ээккин$
   ^2/*2$ ^эчгытвэттэ/*эчгытвэттэ$
   ^2/*2$ ^эръоԓгын/*эръоԓгын$
   ^2/*2$ ^эмӄытчирэтэ/*эмӄытчирэтэ$
   ^2/*2$ ^эмынӈин/*эмынӈин$
   ^2/*2$ ^эмтэтванвык/*эмтэтванвык$
   ^2/*2$ ^эмнымэйӈъэв/*эмнымэйӈъэв$
   ^2/*2$ ^эмгытԓитэ/*эмгытԓитэ$
   ^2/*2$ ^эккэйгыт/*эккэйгыт$
   ^2/*2$ ^эйыԓӄыкэ/*эйыԓӄыкэ$
   ^2/*2$ ^эйичьэмиттумгыкыԓьин/*эйичьэмиттумгыкыԓьин$
   ^2/*2$ ^эй/*эй$
   ^2/*2$ ^эвъам/*эвъам$
   ^2/*2$ ^эʼӄу/*эʼӄу$
   ^2/*2$ ^эʼчесӄиквъи/*эʼчесӄиквъи$
   ^2/*2$ ^эʼннэпы/*эʼннэпы$
   ^2/*2$ ^ыԓён/*ыԓён$
   ^2/*2$ ^ыԓвэӄэй/*ыԓвэӄэй$
   ^2/*2$ ^ыԓваӄор/*ыԓваӄор$
   ^2/*2$ ^ыӈӈот/*ыӈӈот$
   ^2/*2$ ^ытԓенъютэ/*ытԓенъютэ$
   ^2/*2$ ^ытчаё/*ытчаё$
   ^2/*2$ ^ырыкагты/*ырыкагты$
   ^2/*2$ ^ырыгрээн/*ырыгрээн$
   ^2/*2$ ^ыргичгу/*ыргичгу$
   ^2/*2$ ^ыргинэт/*ыргинэт$
   ^2/*2$ ^ынӈот/*ынӈот$
   ^2/*2$ ^ынӄорыӈ/*ынӄорыӈ$
   ^2/*2$ ^ыныкимтик/*ыныкимтик$
   ^2/*2$ ^ынръа/*ынръа$
   ^2/*2$ ^ынпыянвыт/*ынпыянвыт$
   ^2/*2$ ^ынпыянва/*ынпыянва$
   ^2/*2$ ^ынпыначгыӄаен/*ынпыначгыӄаен$
   ^2/*2$ ^ынпыначгийӈын/*ынпыначгийӈын$
   ^2/*2$ ^ынныт/*ынныт$
   ^2/*2$ ^ынинэԓьын/*ынинэԓьын$
   ^2/*2$ ^ынанӈэнчьан/*ынанӈэнчьан$
   ^2/*2$ ^ынанъыттъыёԓ/*ынанъыттъыёԓ$
   ^2/*2$ ^ынанъаёк/*ынанъаёк$
   ^2/*2$ ^ымъыԓёӈэт/*ымъыԓёӈэт$
   ^2/*2$ ^ыʼԓгу/*ыʼԓгу$
   ^2/*2$ ^ыʼтвэпы/*ыʼтвэпы$
   ^2/*2$ ^ыʼтвыткуԓьыт/*ыʼтвыткуԓьыт$
   ^2/*2$ ^ыʼнынтыркынигыт/*ыʼнынтыркынигыт$
   ^2/*2$ ^ыʼннутэргыгыт/*ыʼннутэргыгыт$
   ^2/*2$ ^ыʼмӈычвыно/*ыʼмӈычвыно$
   ^2/*2$ ^ыʼмӈан/*ыʼмӈан$
   ^2/*2$ ^ыʼвэкуч/*ыʼвэкуч$
   ^2/*2$ ^чыгайыткынык/*чыгайыткынык$
   ^2/*2$ ^чоттагнэты/*чоттагнэты$
   ^2/*2$ ^чекыяа/*чекыяа$
   ^2/*2$ ^чагчомат/*чагчомат$
   ^2/*2$ ^ууйъын/*ууйъын$
   ^2/*2$ ^уттынпык/*уттынпык$
   ^2/*2$ ^умкычыкукин/*умкычыкукин$
   ^2/*2$ ^увэрагты/*увэрагты$
   ^2/*2$ ^увэма/*увэма$
   ^2/*2$ ^увиӄэгти/*увиӄэгти$
   ^2/*2$ ^увинпыгъи/*увинпыгъи$
   ^2/*2$ ^уʼрэквъи/*уʼрэквъи$
   ^2/*2$ ^уʼвэӄучитэ/*уʼвэӄучитэ$
   ^2/*2$ ^тэԓвъэм/*тэԓвъэм$
   ^2/*2$ ^тэӈынӈэ/*тэӈынӈэ$
   ^2/*2$ ^тэӈуйӈэ/*тэӈуйӈэ$
   ^2/*2$ ^тэӈу/*тэӈу$
   ^2/*2$ ^тэнӈэквъи/*тэнӈэквъи$
   ^2/*2$ ^тэнйыръэннин/*тэнйыръэннин$
   ^2/*2$ ^тэвмэчынкы/*тэвмэчынкы$
   ^2/*2$ ^тыӈэвынъюсӄивык/*тыӈэвынъюсӄивык$
   ^2/*2$ ^тыӈивынин/*тыӈивынин$
   ^2/*2$ ^тыӄэвъяӈӈок/*тыӄэвъяӈӈок$
   ^2/*2$ ^тыӄитъытвыткуркын/*тыӄитъытвыткуркын$
   ^2/*2$ ^тытԓыкагыргэты/*тытԓыкагыргэты$
   ^2/*2$ ^тытԓыкагыргык/*тытԓыкагыргык$
   ^2/*2$ ^тытԓепы/*тытԓепы$
   ^2/*2$ ^тытэӈэт/*тытэӈэт$
   ^2/*2$ ^тытэӈмэԓевык/*тытэӈмэԓевык$
   ^2/*2$ ^тыттатын/*тыттатын$
   ^2/*2$ ^тыраԓпынрыгыт/*тыраԓпынрыгыт$
   ^2/*2$ ^тыратваркын/*тыратваркын$
   ^2/*2$ ^тымнэнат/*тымнэнат$
   ^2/*2$ ^тыйпынат/*тыйпынат$
   ^2/*2$ ^тыетык/*тыетык$
   ^2/*2$ ^тъыяагъан/*тъыяагъан$
   ^2/*2$ ^тъывэтгавык/*тъывэтгавык$
   ^2/*2$ ^тъарыӈ/*тъарыӈ$
   ^2/*2$ ^турыгъевэ/*турыгъевэ$
   ^2/*2$ ^турыгъевыттэ/*турыгъевыттэ$
   ^2/*2$ ^тумгиинэ/*тумгиинэ$
   ^2/*2$ ^трэетгъэ/*трэетгъэ$
   ^2/*2$ ^торгынан/*торгынан$
   ^2/*2$ ^тинэнъэӄэӈыԓьын/*тинэнъэӄэӈыԓьын$
   ^2/*2$ ^твыԓьыт/*твыԓьыт$
   ^2/*2$ ^таӈамӈырвыянва/*таӈамӈырвыянва$
   ^2/*2$ ^тачайвэвынэн/*тачайвэвынэн$
   ^2/*2$ ^танԓымынӄэн/*танԓымынӄэн$
   ^2/*2$ ^рэԓгыӈын/*рэԓгыӈын$
   ^2/*2$ ^рэтэвиминӈыгъэ/*рэтэвиминӈыгъэ$
   ^2/*2$ ^рэсӄиквъэт/*рэсӄиквъэт$
   ^2/*2$ ^рэпкиры/*рэпкиры$
   ^2/*2$ ^рэпаԓӄооԓгыткынык/*рэпаԓӄооԓгыткынык$
   ^2/*2$ ^рэпаԓгэръын/*рэпаԓгэръын$
   ^2/*2$ ^рэпаԓгыӄонагтэ/*рэпаԓгыӄонагтэ$
   ^2/*2$ ^рэпаԓгыръыԓвэк/*рэпаԓгыръыԓвэк$
   ^2/*2$ ^рэетгъэ/*рэетгъэ$
   ^2/*2$ ^рэвымрэв/*рэвымрэв$
   ^2/*2$ ^рыԓенаӈо/*рыԓенаӈо$
   ^2/*2$ ^рыԓгъат/*рыԓгъат$
   ^2/*2$ ^рытынэт/*рытынэт$
   ^2/*2$ ^рытъё/*рытъё$
   ^2/*2$ ^рыркат/*рыркат$
   ^2/*2$ ^рынӈэвынэн/*рынӈэвынэн$
   ^2/*2$ ^ръэӄэйык/*ръэӄэйык$
   ^2/*2$ ^ръоратыӈогъа/*ръоратыӈогъа$
   ^2/*2$ ^ротванвыгъет/*ротванвыгъет$
   ^2/*2$ ^ритгъэ/*ритгъэ$
   ^2/*2$ ^ринъэйӈэԓьэтгъэ/*ринъэйӈэԓьэтгъэ$
   ^2/*2$ ^ринтысӄивнин/*ринтысӄивнин$
   ^2/*2$ ^рачормык/*рачормык$
   ^2/*2$ ^рачвыӈынвэты/*рачвыӈынвэты$
   ^2/*2$ ^ратагнык/*ратагнык$
   ^2/*2$ ^рантогъа/*рантогъа$
   ^2/*2$ ^ранмычыӈкы/*ранмычыӈкы$
   ^2/*2$ ^райыӈӄэн/*райыӈӄэн$
   ^2/*2$ ^райвачыӈ/*райвачыӈ$
   ^2/*2$ ^рагаԓяныт/*рагаԓяныт$
   ^2/*2$ ^равэтԓьан/*равэтԓьан$
   ^2/*2$ ^пэвэԓӄай/*пэвэԓӄай$
   ^2/*2$ ^пыԓвынтыран/*пыԓвынтыран$
   ^2/*2$ ^пыԓвынтынананаӄай/*пыԓвынтынананаӄай$
   ^2/*2$ ^пытӄыԓымӈэ/*пытӄыԓымӈэ$
   ^2/*2$ ^пытӄы/*пытӄы$
   ^2/*2$ ^пысӄункымиӈын/*пысӄункымиӈын$
   ^2/*2$ ^пынрынэн/*пынрынэн$
   ^2/*2$ ^пыкэрынвык/*пыкэрынвык$
   ^2/*2$ ^пыкэргыргыкэн/*пыкэргыргыкэн$
   ^2/*2$ ^пыкитчыӄиквъи/*пыкитчыӄиквъи$
   ^2/*2$ ^пагтыԓгыԓӄыԓтэ/*пагтыԓгыԓӄыԓтэ$
   ^2/*2$ ^орвэты/*орвэты$
   ^2/*2$ ^орвыткынык/*орвыткынык$
   ^2/*2$ ^орвыт/*орвыт$
   ^2/*2$ ^омкычыкогты/*омкычыкогты$
   ^2/*2$ ^нэрэркурмык/*нэрэркурмык$
   ^2/*2$ ^нэриквыт/*нэриквыт$
   ^2/*2$ ^нэпиригъэн/*нэпиригъэн$
   ^2/*2$ ^нэнэнэӄэгти/*нэнэнэӄэгти$
   ^2/*2$ ^нэнэнатыёӄэн/*нэнэнатыёӄэн$
   ^2/*2$ ^нэнаԓвавӄэнат/*нэнаԓвавӄэнат$
   ^2/*2$ ^нэнаӈӄамэтвавын/*нэнаӈӄамэтвавын$
   ^2/*2$ ^нэнаӄонынмэгым/*нэнаӄонынмэгым$
   ^2/*2$ ^нэнаяаӄэн/*нэнаяаӄэн$
   ^2/*2$ ^нэнатачайвэвыӄэн/*нэнатачайвэвыӄэн$
   ^2/*2$ ^нэнапэчайвыӄэнат/*нэнапэчайвыӄэнат$
   ^2/*2$ ^нэнанъотавӄэн/*нэнанъотавӄэн$
   ^2/*2$ ^нэнанрачвыӈатӄэнат/*нэнанрачвыӈатӄэнат$
   ^2/*2$ ^нэнанмыӄэн/*нэнанмыӄэн$
   ^2/*2$ ^нэнайъоӈӈоӄэн/*нэнайъоӈӈоӄэн$
   ^2/*2$ ^нэкыԓтыгъэн/*нэкыԓтыгъэн$
   ^2/*2$ ^ныԓявтытэвԓяӄэнат/*ныԓявтытэвԓяӄэнат$
   ^2/*2$ ^ныԓевԓевтури/*ныԓевԓевтури$
   ^2/*2$ ^ныԓгинымкыргэри/*ныԓгинымкыргэри$
   ^2/*2$ ^ныӄытԓиӄин/*ныӄытԓиӄин$
   ^2/*2$ ^ныёаʼтӄэн/*ныёаʼтӄэн$
   ^2/*2$ ^нычымчыӄэн/*нычымчыӄэн$
   ^2/*2$ ^нытԓепыткуӄин/*нытԓепыткуӄин$
   ^2/*2$ ^нытэминӈэтӄин/*нытэминӈэтӄин$
   ^2/*2$ ^нытвэтчатваӄэн/*нытвэтчатваӄэн$
   ^2/*2$ ^нытаӈпэраӄэн/*нытаӈпэраӄэн$
   ^2/*2$ ^нытанчачаӄэн/*нытанчачаӄэн$
   ^2/*2$ ^нырэԓӄыпатӄэн/*нырэԓӄыпатӄэн$
   ^2/*2$ ^ныръэвуӄин/*ныръэвуӄин$
   ^2/*2$ ^нырагтытыԓяӄэнат/*нырагтытыԓяӄэнат$
   ^2/*2$ ^ныпэрӄытваӄэн/*ныпэрӄытваӄэн$
   ^2/*2$ ^ныпэнрыӄэн/*ныпэнрыӄэн$
   ^2/*2$ ^ныппыԓюӄин/*ныппыԓюӄин$
   ^2/*2$ ^ныпкитчыӄивӄин/*ныпкитчыӄивӄин$
   ^2/*2$ ^нынъатчавӄэн/*нынъатчавӄэн$
   ^2/*2$ ^нымԓьугъи/*нымԓьугъи$
   ^2/*2$ ^нымԓыӄэн/*нымԓыӄэн$
   ^2/*2$ ^нымэԓӄин/*нымэԓӄин$
   ^2/*2$ ^нымэйыӈӄин/*нымэйыӈӄин$
   ^2/*2$ ^нымайӈычемгъотваӄэн/*нымайӈычемгъотваӄэн$
   ^2/*2$ ^ныйӄытчоӄэнат/*ныйӄытчоӄэнат$
   ^2/*2$ ^ныгтонэн/*ныгтонэн$
   ^2/*2$ ^ныгтиӈӄин/*ныгтиӈӄин$
   ^2/*2$ ^ныгмиӈэтӄин/*ныгмиӈэтӄин$
   ^2/*2$ ^нывэнвыкоргавӄэн/*нывэнвыкоргавӄэн$
   ^2/*2$ ^нъэнӄэӄин/*нъэнӄэӄин$
   ^2/*2$ ^нъэйӈэвынэт/*нъэйӈэвынэт$
   ^2/*2$ ^нъытвыԓьэтӄинэт/*нъытвыԓьэтӄинэт$
   ^2/*2$ ^нъаԓяёӄэн/*нъаԓяёӄэн$
   ^2/*2$ ^нурэӄин/*нурэӄин$
   ^2/*2$ ^нотасӄычыкойпы/*нотасӄычыкойпы$
   ^2/*2$ ^ниԓгын/*ниԓгын$
   ^2/*2$ ^нитынэт/*нитынэт$
   ^2/*2$ ^нинэԓьуӄинэт/*нинэԓьуӄинэт$
   ^2/*2$ ^нинэԓгигыт/*нинэԓгигыт$
   ^2/*2$ ^нинэԓгигым/*нинэԓгигым$
   ^2/*2$ ^нинэтэйкыӄин/*нинэтэйкыӄин$
   ^2/*2$ ^нинэттуӄин/*нинэттуӄин$
   ^2/*2$ ^нинэркыԓеӄин/*нинэркыԓеӄин$
   ^2/*2$ ^нинэнумэкэвӄин/*нинэнумэкэвӄин$
   ^2/*2$ ^нинэнрыӄинэт/*нинэнрыӄинэт$
   ^2/*2$ ^нинэнрыӄин/*нинэнрыӄин$
   ^2/*2$ ^нинэгитэйвыӄин/*нинэгитэйвыӄин$
   ^2/*2$ ^нинъыӄин/*нинъыӄин$
   ^2/*2$ ^никвыӄин/*никвыӄин$
   ^2/*2$ ^нивиниӄин/*нивиниӄин$
   ^2/*2$ ^наԓпынрыгъан/*наԓпынрыгъан$
   ^2/*2$ ^наԓгыԓ/*наԓгыԓ$
   ^2/*2$ ^наӈӄатгъэ/*наӈӄатгъэ$
   ^2/*2$ ^нарамӈыԓёгыт/*нарамӈыԓёгыт$
   ^2/*2$ ^напэнрыгъан/*напэнрыгъан$
   ^2/*2$ ^нанмыгыт/*нанмыгыт$
   ^2/*2$ ^найъогъан/*найъогъан$
   ^2/*2$ ^нагтыӈӈогым/*нагтыӈӈогым$
   ^2/*2$ ^мэсӄээӄын/*мэсӄээӄын$
   ^2/*2$ ^мыԓӄэгнэвын/*мыԓӄэгнэвын$
   ^2/*2$ ^мыӈигъи/*мыӈигъи$
   ^2/*2$ ^мытранмыткоӈынат/*мытранмыткоӈынат$
   ^2/*2$ ^мынӄаанмат/*мынӄаанмат$
   ^2/*2$ ^мыйпыгъан/*мыйпыгъан$
   ^2/*2$ ^мыетык/*мыетык$
   ^2/*2$ ^морыкайпы/*морыкайпы$
   ^2/*2$ ^моргынан/*моргынан$
   ^2/*2$ ^миӈкэкинэйгыт/*миӈкэкинэйгыт$
   ^2/*2$ ^микырык/*микырык$
   ^2/*2$ ^мигчитԓьэт/*мигчитԓьэт$
   ^2/*2$ ^ми/*ми$
   ^2/*2$ ^матаԓьыԓӄыԓя/*матаԓьыԓӄыԓя$
   ^2/*2$ ^майыӈкы/*майыӈкы$
   ^2/*2$ ^кэԓьэӈэв/*кэԓьэӈэв$
   ^2/*2$ ^кэԓьин/*кэԓьин$
   ^2/*2$ ^кэмаквыргэгыт/*кэмаквыргэгыт$
   ^2/*2$ ^кытԓыги/*кытԓыги$
   ^2/*2$ ^кытгынтытагратгъат/*кытгынтытагратгъат$
   ^2/*2$ ^кытгъи/*кытгъи$
   ^2/*2$ ^кыеквъэт/*кыеквъэт$
   ^2/*2$ ^кукэйыръын/*кукэйыръын$
   ^2/*2$ ^коԓтаыʼтвычгын/*коԓтаыʼтвычгын$
   ^2/*2$ ^коԓ/*коԓ$
   ^2/*2$ ^коракэгты/*коракэгты$
   ^2/*2$ ^кивкинэк/*кивкинэк$
   ^2/*2$ ^каԓьайӈын/*каԓьайӈын$
   ^2/*2$ ^камԓеԓы/*камԓеԓы$
   ^2/*2$ ^ка/*ка$
   ^2/*2$ ^йыԓӄыԓьын/*йыԓӄыԓьын$
   ^2/*2$ ^йыԓӄыԓьигым/*йыԓӄыԓьигым$
   ^2/*2$ ^йыԓгыӈэвмиргын/*йыԓгыӈэвмиргын$
   ^2/*2$ ^йыӄэтгъи/*йыӄэтгъи$
   ^2/*2$ ^йыннэн/*йыннэн$
   ^2/*2$ ^йъачеӈӄачетыркын/*йъачеӈӄачетыркын$
   ^2/*2$ ^йъапэнра/*йъапэнра$
   ^2/*2$ ^йиԓьэйиԓ/*йиԓьэйиԓ$
   ^2/*2$ ^итгиԓгытъуԓӄэгти/*итгиԓгытъуԓӄэгти$
   ^2/*2$ ^иръыкин/*иръыкин$
   ^2/*2$ ^инэԓыпъэтгъи/*инэԓыпъэтгъи$
   ^2/*2$ ^имырэӄувичвэтык/*имырэӄувичвэтык$
   ^2/*2$ ^имтиԓӄытгъэт/*имтиԓӄытгъэт$
   ^2/*2$ ^иквичисӄивыԓьын/*иквичисӄивыԓьын$
   ^2/*2$ ^игытӄэй/*игытӄэй$
   ^2/*2$ ^ивԓюттыт/*ивԓюттыт$
   ^2/*2$ ^ивыԓьыт/*ивыԓьыт$
   ^2/*2$ ^етыԓьигыт/*етыԓьигыт$
   ^2/*2$ ^епынмычыко/*епынмычыко$
   ^2/*2$ ^ейвэԓкэй/*ейвэԓкэй$
   ^2/*2$ ^ей/*ей$
   ^2/*2$ ^гэԓгинэчьэвԓин/*гэԓгинэчьэвԓин$
   ^2/*2$ ^гээкэтԓинэт/*гээкэтԓинэт$
   ^2/*2$ ^гээвкы/*гээвкы$
   ^2/*2$ ^гэчеватыԓьэты/*гэчеватыԓьэты$
   ^2/*2$ ^гэтԓыгэ/*гэтԓыгэ$
   ^2/*2$ ^гэтинэнъэӄэнԓин/*гэтинэнъэӄэнԓин$
   ^2/*2$ ^гэнӈивыԓин/*гэнӈивыԓин$
   ^2/*2$ ^гэнутэсӄынӈэԓинэт/*гэнутэсӄынӈэԓинэт$
   ^2/*2$ ^гэнанмыԓен/*гэнанмыԓен$
   ^2/*2$ ^гэккэтэ/*гэккэтэ$
   ^2/*2$ ^гэйичьэмэ/*гэйичьэмэ$
   ^2/*2$ ^гэвуԓӄытвиԓин/*гэвуԓӄытвиԓин$
   ^2/*2$ ^гыԓмимԓе/*гыԓмимԓе$
   ^2/*2$ ^гыткъэвкы/*гыткъэвкы$
   ^2/*2$ ^гырнин/*гырнин$
   ^2/*2$ ^гыргочагты/*гыргочагты$
   ^2/*2$ ^гыныкытԓыгэ/*гыныкытԓыгэ$
   ^2/*2$ ^гынтэквъэт/*гынтэквъэт$
   ^2/*2$ ^гынонрэчетгыпы/*гынонрэчетгыпы$
   ^2/*2$ ^гынмыԓкин/*гынмыԓкин$
   ^2/*2$ ^гымыкытԓыгэ/*гымыкытԓыгэ$
   ^2/*2$ ^гиԓиву/*гиԓиву$
   ^2/*2$ ^гинъытвиԓинэт/*гинъытвиԓинэт$
   ^2/*2$ ^гатԓьата/*гатԓьата$
   ^2/*2$ ^ганмыԓен/*ганмыԓен$
   ^2/*2$ ^гамԓытвэԓенат/*гамԓытвэԓенат$
   ^2/*2$ ^гаймаӈэн/*гаймаӈэн$
   ^2/*2$ ^гагтымԓытвэԓен/*гагтымԓытвэԓен$
   ^2/*2$ ^гавъяԓен/*гавъяԓен$
   ^2/*2$ ^вэԓерӈан/*вэԓерӈан$
   ^2/*2$ ^вэӄучитэ/*вэӄучитэ$
   ^2/*2$ ^вэтга/*вэтга$
   ^2/*2$ ^вэгыԓкунин/*вэгыԓкунин$
   ^2/*2$ ^выԓгыӄаӈокэтԓьан/*выԓгыӄаӈокэтԓьан$
   ^2/*2$ ^въэйиръыԓьын/*въэйиръыԓьын$
   ^2/*2$ ^въэйиръын/*въэйиръын$
   ^2/*2$ ^въайӄонагтэ/*въайӄонагтэ$
   ^2/*2$ ^вогой/*вогой$
   ^2/*2$ ^ваԓьэгыт/*ваԓьэгыт$
   ^2/*2$ ^вапырӄата/*вапырӄата$
   ^2/*2$ ^вайыӈӄэнат/*вайыӈӄэнат$
   ^2/*2$ ^вайкынаԓьэн/*вайкынаԓьэн$
   ^2/*2$ ^аԓямачы/*аԓямачы$
   ^2/*2$ ^аӈӄатаароӈыԓьыморэ/*аӈӄатаароӈыԓьыморэ$
   ^2/*2$ ^аёпатка/*аёпатка$
   ^2/*2$ ^атвыка/*атвыка$
   ^2/*2$ ^атваԓьыка/*атваԓьыка$
   ^2/*2$ ^арычга/*арычга$
   ^2/*2$ ^амӈырооткэнат/*амӈырооткэнат$
   ^2/*2$ ^амъянратко/*амъянратко$
   ^2/*2$ ^амъянра/*амъянра$
   ^2/*2$ ^аккагты/*аккагты$
   ^2/*2$ ^акватыӈок/*акватыӈок$
   ^2/*2$ ^айыԓгытагнык/*айыԓгытагнык$
   ^2/*2$ ^айыԓга/*айыԓга$
   ^2/*2$ ^айванаԓьа/*айванаԓьа$
   ^2/*2$ ^аʼӄаԓьыръэтыԓӄэты/*аʼӄаԓьыръэтыԓӄэты$
   ^2/*2$ ^аʼӄанраӄавыӈ/*аʼӄанраӄавыӈ$
   ^2/*2$ ^аʼчанвэты/*аʼчанвэты$
   ^2/*2$ ^Янра/*Янра$
   ^2/*2$ ^Ягов/*Ягов$
   ^2/*2$ ^Ээ/*Ээ$
   ^2/*2$ ^Эпэӄэй/*Эпэӄэй$
   ^2/*2$ ^Эмӄэԓеԓвынэ/*Эмӄэԓеԓвынэ$
   ^2/*2$ ^Эмӄынръэвук/*Эмӄынръэвук$
   ^2/*2$ ^Эмыннэнъюну/*Эмыннэнъюну$
   ^2/*2$ ^Экык/*Экык$
   ^2/*2$ ^Эвъам/*Эвъам$
   ^2/*2$ ^Эв/*Эв$
   ^2/*2$ ^Эʼмъим/*Эʼмъим$
   ^2/*2$ ^Эʼмитԓёнайгыт/*Эʼмитԓёнайгыт$
   ^2/*2$ ^Эʼкэԓьэ/*Эʼкэԓьэ$
   ^2/*2$ ^Эʼ/*Эʼ$
   ^2/*2$ ^Ытԓьайӈын/*Ытԓьайӈын$
   ^2/*2$ ^Ынӄэнына/*Ынӄэнына$
   ^2/*2$ ^Ынээԓьыт/*Ынээԓьыт$
   ^2/*2$ ^Ынпычьын/*Ынпычьын$
   ^2/*2$ ^Ынинэԓьэ/*Ынинэԓьэ$
   ^2/*2$ ^Ынанъаё/*Ынанъаё$
   ^2/*2$ ^Ыммайӈанӈэт/*Ыммайӈанӈэт$
   ^2/*2$ ^Ыʼтвыткугъэт/*Ыʼтвыткугъэт$
   ^2/*2$ ^Ыʼмӈотъамын/*Ыʼмӈотъамын$
   ^2/*2$ ^Ыʼмӈан/*Ыʼмӈан$
   ^2/*2$ ^Ыʼмто/*Ыʼмто$
   ^2/*2$ ^Чьомарагтыгыргын/*Чьомарагтыгыргын$
   ^2/*2$ ^Чыгайгэӈгыпы/*Чыгайгэӈгыпы$
   ^2/*2$ ^Чекыяакэнайгым/*Чекыяакэнайгым$
   ^2/*2$ ^Увъэԓы/*Увъэԓы$
   ^2/*2$ ^Уʼвэкуч/*Уʼвэкуч$
   ^2/*2$ ^Тэгмэчынкы/*Тэгмэчынкы$
   ^2/*2$ ^Тытԓеты/*Тытԓеты$
   ^2/*2$ ^Тумгиинэ/*Тумгиинэ$
   ^2/*2$ ^Томгавкытгано/*Томгавкытгано$
   ^2/*2$ ^ТЭГИНӇЭТЫԒЬЫН/*ТЭГИНӇЭТЫԒЬЫН$
   ^2/*2$ ^Рэӄуԓымӈэ/*Рэӄуԓымӈэ$
   ^2/*2$ ^Рэсӄивыԓьын/*Рэсӄивыԓьын$
   ^2/*2$ ^Рытааԓгыԓявнэн/*Рытааԓгыԓявнэн$
   ^2/*2$ ^Ръэйипгэвынэ/*Ръэйипгэвынэ$
   ^2/*2$ ^Ратан/*Ратан$
   ^2/*2$ ^Рагтакватгъэ/*Рагтакватгъэ$
   ^2/*2$ ^Пэтԓен/*Пэтԓен$
   ^2/*2$ ^Пыгпыгӄай/*Пыгпыгӄай$
   ^2/*2$ ^Поӄыткын/*Поӄыткын$
   ^2/*2$ ^Пиӄытъымынэ/*Пиӄытъымынэ$
   ^2/*2$ ^Оʼԓяԓёӄын/*Оʼԓяԓёӄын$
   ^2/*2$ ^Оʼмйъаяӄына/*Оʼмйъаяӄына$
   ^2/*2$ ^Нэмъэм/*Нэмъэм$
   ^2/*2$ ^Нэкэмӄун/*Нэкэмӄун$
   ^2/*2$ ^Нонъамъогты/*Нонъамъогты$
   ^2/*2$ ^Нинэгитэӄин/*Нинэгитэӄин$
   ^2/*2$ ^Нинивӄинэт/*Нинивӄинэт$
   ^2/*2$ ^Нанмыгъан/*Нанмыгъан$
   ^2/*2$ ^Намӈыԓён/*Намӈыԓён$
   ^2/*2$ ^Мэчичьу/*Мэчичьу$
   ^2/*2$ ^Мытив/*Мытив$
   ^2/*2$ ^Моргынан/*Моргынан$
   ^2/*2$ ^Миӈкэкыԓьигыт/*Миӈкэкыԓьигыт$
   ^2/*2$ ^Кэԓьэнпыӈэвӄэй/*Кэԓьэнпыӈэвӄэй$
   ^2/*2$ ^Кытгы/*Кытгы$
   ^2/*2$ ^Кымиӈыт/*Кымиӈыт$
   ^2/*2$ ^Кыкватгыткаԓгын/*Кыкватгыткаԓгын$
   ^2/*2$ ^Кывэмык/*Кывэмык$
   ^2/*2$ ^Кывамэты/*Кывамэты$
   ^2/*2$ ^Коԓ/*Коԓ$
   ^2/*2$ ^Какомэй/*Какомэй$
   ^2/*2$ ^Ка/*Ка$
   ^2/*2$ ^Йыԓӄыԓьын/*Йыԓӄыԓьын$
   ^2/*2$ ^Йыԓӄыма/*Йыԓӄыма$
   ^2/*2$ ^Йъэԓгытомгыт/*Йъэԓгытомгыт$
   ^2/*2$ ^Имъэԓик/*Имъэԓик$
   ^2/*2$ ^Ев-о/*Ев-о$
   ^2/*2$ ^Гэтԓенъютэ/*Гэтԓенъютэ$
   ^2/*2$ ^Гэмо/*Гэмо$
   ^2/*2$ ^Гэкэӈэ/*Гэкэӈэ$
   ^2/*2$ ^Гынтаквыргэгыт/*Гынтаквыргэгыт$
   ^2/*2$ ^Гынмыԓкинэк/*Гынмыԓкинэк$
   ^2/*2$ ^Гымнинэт/*Гымнинэт$
   ^2/*2$ ^Гиик/*Гиик$
   ^2/*2$ ^Гаԓгаӄая/*Гаԓгаӄая$
   ^2/*2$ ^Гачакэтта/*Гачакэтта$
   ^2/*2$ ^ГЭТԒЕНЪЮТЭ/*ГЭТԒЕНЪЮТЭ$
   ^2/*2$ ^Вэԓерӈан/*Вэԓерӈан$
   ^2/*2$ ^Вэтыӄун/*Вэтыӄун$
   ^2/*2$ ^Въэйиръыԓьэ/*Въэйиръыԓьэ$
   ^2/*2$ ^Въэйиръыԓьыргин/*Въэйиръыԓьыргин$
   ^2/*2$ ^Въэйиръынэ/*Въэйиръынэ$
   ^2/*2$ ^Воок/*Воок$
   ^2/*2$ ^Во/*Во$
   ^2/*2$ ^Вайыӈӄэнат/*Вайыӈӄэнат$
   ^2/*2$ ^Вайыӈкы/*Вайыӈкы$
   ^2/*2$ ^Ва/*Ва$
   ^2/*2$ ^Аныӄун/*Аныӄун$
   ^2/*2$ ^Амъянра/*Амъянра$
   ^2/*2$ ^Айванармачьын/*Айванармачьын$
   ^2/*2$ ^Айванармачьа/*Айванармачьа$
