^2606/*2606$ ^./.<sent>$
   ^7/*7$ ^рыннинэт/рыник<v><tv><caus><neut><aor><a_sg2><o_pl3>/рытык<v><tv><neut><aor><a_sg3><o_pl3>/тыӄык<v><tv><caus><neut><aor><a_sg3><o_pl3>$
   ^7/*7$ ^пэнрынэн/*пэнрынэн$
   ^7/*7$ ^пынԓёнэнат/пынԓёк<v><tv><neut><aor><a_sg3><o_pl3>$
   ^7/*7$ ^пыкэрыӈок/*пыкэрыӈок$
   ^7/*7$ ^нэԓгыгъэн/эԓгык<v><iv><neut><intn><s_sg3>$
   ^7/*7$ ^нымным/нымным<n><sg><abs>$
   ^7/*7$ ^нутэсӄын/нутэсӄын<n><px3sg><abs>/нутэсӄын<n><sg><abs>$
   ^7/*7$ ^мэй/мэй<ij>$
   ^7/*7$ ^мури/мури<prn><pers><p1><pl><abs>$
   ^7/*7$ ^митъэԓыги/*митъэԓыги$
   ^7/*7$ ^кынмаԓ/кынмаԓ<adv>$
   ^7/*7$ ^кита/*кита$
   ^7/*7$ ^йыԓӄэтгъи/йыԓӄэтык<v><iv><neut><aor><s_sg2>/йыԓӄэтык<v><iv><neut><aor><s_sg3>$
   ^7/*7$ ^йытийгот/*йытийгот$
   ^7/*7$ ^ейвэԓ/ейвэԓ<n><sg><abs>$
   ^7/*7$ ^гэԓеԓин/тыԓек<v><iv><stat><perf><s_sg3>/тыԓек<v><tv><stat><perf><o_sg3>/эԓек<v><iv><stat><perf><s_sg3>/эԓек<v><tv><stat><perf><o_sg3>$
   ^7/*7$ ^гэмо/*гэмо$
   ^7/*7$ ^гыргоԓягты/гыргоԓягты<adv>$
   ^7/*7$ ^гымнинэт/*гымнинэт$
   ^7/*7$ ^вусӄымчыку/*вусӄымчыку$
   ^7/*7$ ^варкыт/вак<v><iv><prog><aor><s_pl3>$
   ^7/*7$ ^аръаԓя/аръаԓя<adv>$
   ^7/*7$ ^Янот/янот<adv>$
   ^7/*7$ ^Эʼптэ/эʼптык<v><iv><vb>/эʼптык<v><tv><vb>/эʼптэ<adv>$
   ^7/*7$ ^Ытԓён-ым/ытԓён-ым<part>$
   ^7/*7$ ^Ытԓьата/*Ытԓьата$
   ^7/*7$ ^Ыʼвэӄучитэ/ыʼвэӄуч<n><erg>/ыʼвэӄуч<n><pl><abs>/ыʼвэӄуч<n><px3pl><abs>$
   ^7/*7$ ^Уӄӄэмӄэй/*Уӄӄэмӄэй$
   ^7/*7$ ^Укумэк/*Укумэк$
   ^7/*7$ ^Рэсӄиквъи/*Рэсӄиквъи$
   ^7/*7$ ^Еп/еп<part>$
   ^7/*7$ ^Гыт/гыт<prn><pers><p2><sg><abs>$
   ^7/*7$ ^Гок/*Гок$
   ^6/*6$ ^ԓьук/ԓьук<v><iv><gna_ant>/ԓьук<v><iv><inf>$
   ^6/*6$ ^ԓым/*ԓым$
   ^6/*6$ ^Ԓыгэнитык/ԓыгэнитык<adv>$
   ^6/*6$ ^ӈэгны/*ӈэгны$
   ^6/*6$ ^ӈэвынъюԓьыт/*ӈэвынъюԓьыт$
   ^6/*6$ ^Ӈанӄэн/ӈанӄэн<prn><dem><sg><abs>$
   ^6/*6$ ^ӄэԓьыт/*ӄэԓьыт$
   ^6/*6$ ^ӄэйӈун/ӄэйӈун<part>$
   ^6/*6$ ^ӄиквын/*ӄиквын$
   ^6/*6$ ^Ӄэпэр/ӄэпэр<n><sg><abs>$
   ^6/*6$ ^Ӄымэԓ/*Ӄымэԓ$
   ^6/*6$ ^Ӄунԓеԓюрык/*Ӄунԓеԓюрык$
   ^6/*6$ ^Ӄонпыӈ/ӄонпыӈкэн<adj><3sg>/ӄонпы<adv>$
   ^6/*6$ ^ярайпы/яраӈы<n><abl>$
   ^6/*6$ ^этԓы/этԓы<part>$
   ^6/*6$ ^этъопэԓ/этъопэԓ<part>$
   ^6/*6$ ^эʼптэ/эʼптык<v><iv><vb>/эʼптык<v><tv><vb>/эʼптэ<adv>$
   ^6/*6$ ^ынӄэната/ынӄэната<cnjcoo>/ынӄэн<prn><dem><erg>$
   ^6/*6$ ^ынӄэнат/*ынӄэнат$
   ^6/*6$ ^ыннээн/ыннук<v><tv><th><neut><aor><a_sg2><o_sg3>$
   ^6/*6$ ^ынкэгйит/*ынкэгйит$
   ^6/*6$ ^тумгин/тумгин<adj><3sg>/тумгытум<n><poss><3sg><sg><abs>$
   ^6/*6$ ^титэ/титэ<adv>$
   ^6/*6$ ^рэӄэ/ръэнут<prn><itg><erg>/рэӄык<v><iv><vb>/рэӄык<v><tv><vb>$
   ^6/*6$ ^рэмкыԓьын/рэмкын<n><rel_n><aa><ess>/рэмкын<n><rel_n><px3sg><abs>/рэмкын<n><rel_n><sg><abs>/рэмкыԓьын<n><px3sg><abs>/рэмкыԓьын<n><sg><abs>$
   ^6/*6$ ^рыюԓьын/рыюԓьын<n><px3sg><abs>/рыюԓьын<n><sg><abs>/ыюк<v><iv><caus><ptcp><act><aa><ess>/ыюк<v><iv><caus><ptcp><act><px3sg><abs>/ыюк<v><iv><caus><ptcp><act><sg><abs>$
   ^6/*6$ ^рытчынин/рытчык<v><tv><caus><neut><aor><a_sg3><o_sg3>/рытчык<v><tv><neut><aor><a_sg3><o_sg3>$
   ^6/*6$ ^ръыԓинин/ръыԓик<v><tv><neut><aor><a_sg3><o_sg3>$
   ^6/*6$ ^рачвыӈкы/*рачвыӈкы$
   ^6/*6$ ^пыкитԓьэн/пыкитԓьэн<n><sg><abs>$
   ^6/*6$ ^пойга/пойгын<n><erg>$
   ^6/*6$ ^пипиӄыԓгыӄэй/пипиӄыԓгын<n><dim><sg><abs>$
   ^6/*6$ ^оʼтчой/*оʼтчой$
   ^6/*6$ ^нивынэт/*нивынэт$
   ^6/*6$ ^намӈыԓёгъан/*намӈыԓёгъан$
   ^6/*6$ ^мэӈӄо/мэӈӄокэн<adj><3sg>$
   ^6/*6$ ^мэӈин/мэӈин<prn><itg><sg><abs>/эӈик<v><tv><neut><intn><a_sg1><o_sg3>$
   ^6/*6$ ^мытив/*мытив$
   ^6/*6$ ^мургин/*мургин$
   ^6/*6$ ^мараквыргын/*мараквыргын$
   ^6/*6$ ^како/како<ij>$
   ^6/*6$ ^йытонэн/йыток<v><tv><neut><aor><a_sg3><o_sg3>$
   ^6/*6$ ^йъарат/йъарат<adv>$
   ^6/*6$ ^иӈӄун/иӈӄун<cnjcoo>$
   ^6/*6$ ^иниквъи/*иниквъи$
   ^6/*6$ ^имыръэнут/имыръэнут<prn><ind><sg><abs>$
   ^6/*6$ ^иʼгыт/иʼгын<n><pl><abs>/иʼгын<n><px3pl><abs>$
   ^6/*6$ ^гэӈэвъэнэ/ӈэвъэн<n><com>$
   ^6/*6$ ^гэпкитԓин/пыкирык<v><iv><stat><perf><s_sg3>/пыкирык<v><tv><stat><perf><o_sg3>$
   ^6/*6$ ^гыныкы/гыт<prn><pers><p2><sg><all>$
   ^6/*6$ ^гивԓин/ивык<v><iv><stat><perf><s_sg3>/ивык<v><tv><stat><perf><o_sg3>$
   ^6/*6$ ^вэчьым/вэчьым<adv>$
   ^6/*6$ ^винвыт/вины<n><pl><abs>/вины<n><px3pl><abs>$
   ^6/*6$ ^вагъат/вак<v><iv><neut><aor><s_pl3>$
   ^6/*6$ ^аԓымы/аԓымы<part>$
   ^6/*6$ ^аӈӄачормык/аӈӄачормын<n><loc>/аӈӄы<n><side><loc>$
   ^6/*6$ ^апԓёратвака/апԓёратвака<adv>$
   ^6/*6$ ^авэԓёӄаткыԓьэн/*авэԓёӄаткыԓьэн$
   ^6/*6$ ^Э/э<ij>$
   ^6/*6$ ^Ытри/ытри<prn><pers><p3><pl><abs>$
   ^6/*6$ ^Чакыгэт/чакыгэт<n><sg><abs>$
   ^6/*6$ ^Уʼвэӄучитэ/уʼвэӄуч<n><erg>/уʼвэӄуч<n><pl><abs>/уʼвэӄуч<n><px3pl><abs>$
   ^6/*6$ ^Татԓыгнэнат/татԓыӈык<v><tv><neut><aor><a_sg3><o_pl3>$
   ^6/*6$ ^Рыпэт/рыпэт<part>$
   ^6/*6$ ^Рай/рай<part>$
   ^6/*6$ ^Пэнинэмиԓ/пэнинэмиԓ<adv>$
   ^6/*6$ ^Оккой/*Оккой$
   ^6/*6$ ^Нататԓынын/*Нататԓынын$
   ^6/*6$ ^Мэӈин/мэӈин<prn><itg><sg><abs>/эӈик<v><tv><neut><intn><a_sg1><o_sg3>$
   ^6/*6$ ^Миӈкы/миӈкы<adv>$
   ^6/*6$ ^Игыр/игыр<adv>$
   ^6/*6$ ^Гынан/гыт<prn><pers><p2><sg><erg>$
   ^6/*6$ ^Вэчьым/вэчьым<adv>$
   ^6/*6$ ^Аʼачека/аʼачек<n><erg>$
   ^6/*6$ ^Аʼачек/аʼачек<n><sg><abs>$
   ^6/*6$ ^c/*c$
   ^5/*5$ ^ԓьуԓӄыԓ/ԓьук<v><iv><ger><sg><abs>/ԓьук<v><tv><ger><sg><abs>$
   ^5/*5$ ^ԓыԓет/*ԓыԓет$
   ^5/*5$ ^ԓыгнин/ԓыӈык<v><tv><neut><aor><a_sg3><o_sg3>$
   ^5/*5$ ^ӈээккэӄэй/ӈээккэӄэй<n><sg><abs>$
   ^5/*5$ ^ӈээккэт/ӈээккэт<n><sg><abs>$
   ^5/*5$ ^ӈыроӄ/ӈыроӄ<n><sg><abs>$
   ^5/*5$ ^ӈот/*ӈот$
   ^5/*5$ ^ӈоон/ӈоок<v><iv><ger><sg><abs>/ӈоок<v><tv><ger><sg><abs>/ӈоок<v><tv><neut><aor><a_sg2><o_sg3>$
   ^5/*5$ ^ӈаԓгыԓ/ӈаԓгыԓ<adv>$
   ^5/*5$ ^ӈанӄэн/ӈанӄэн<prn><dem><sg><abs>$
   ^5/*5$ ^ӈаеты/*ӈаеты$
   ^5/*5$ ^ӈаан/*ӈаан$
   ^5/*5$ ^Ӈутку/ӈутку<adv>$
   ^5/*5$ ^ӄыԓӄытги/ӄытык<v><iv><neut><intn><s_sg2>$
   ^5/*5$ ^ӄытваркын/вак<v><iv><prog><intn><s_sg2>/вак<v><tv><prog><intn><a_sg2><o_sg3>$
   ^5/*5$ ^ӄымэԓ/*ӄымэԓ$
   ^5/*5$ ^ӄинэйыԓгытык/*ӄинэйыԓгытык$
   ^5/*5$ ^ӄаат/*ӄаат$
   ^5/*5$ ^Ӄэмипԓыткук/*Ӄэмипԓыткук$
   ^5/*5$ ^Ӄыгитэ/*Ӄыгитэ$
   ^5/*5$ ^Ӄаанты/*Ӄаанты$
   ^5/*5$ ^янот/янот<adv>$
   ^5/*5$ ^янор/янор<adv>$
   ^5/*5$ ^яатрыԓга/*яатрыԓга$
   ^5/*5$ ^эръэт/*эръэт$
   ^5/*5$ ^эвыт/эвык<v><iv><neut><aor><s_pl3>/эвыт<cnjcoo>/ёк<v><iv><th><neut><aor><s_pl3>$
   ^5/*5$ ^эʼквырга/эʼквырга<cnjadv>$
   ^5/*5$ ^ытԓенъюӄэй/*ытԓенъюӄэй$
   ^5/*5$ ^ытръэчтэгын/*ытръэчтэгын$
   ^5/*5$ ^ынпыӈэвӄэй/ынпыӈэв<n><dim><sg><abs>$
   ^5/*5$ ^ыʼтвыԓьын/*ыʼтвыԓьын$
   ^5/*5$ ^ыʼвэӄуч/ыʼвэӄуч<n><sg><abs>$
   ^5/*5$ ^чымӄык/чымӄык<adj><3sg>/чымӄык<adv>$
   ^5/*5$ ^чиниткин/чиниткин<prn><ref><sg><abs>$
   ^5/*5$ ^у/*у$
   ^5/*5$ ^тытԓык/рыԓык<v><iv><neut><aor><s_sg1>/тытыԓ<n><loc>$
   ^5/*5$ ^тырэтын/рэтык<v><tv><neut><aor><a_sg1><o_sg3>$
   ^5/*5$ ^турыпкитԓьэн/*турыпкитԓьэн$
   ^5/*5$ ^тури/тури<prn><pers><p2><pl><abs>$
   ^5/*5$ ^торыкы/тури<prn><pers><p2><pl><all>$
   ^5/*5$ ^тиӈунин/тиӈук<v><tv><neut><aor><a_sg3><o_sg3>$
   ^5/*5$ ^таӈамынан/*таӈамынан$
   ^5/*5$ ^рытриԓнин/рытриԓык<v><tv><caus><neut><aor><a_sg3><o_sg3>/рытриԓык<v><tv><neut><aor><a_sg3><o_sg3>$
   ^5/*5$ ^ръэв/ръэв<n><sg><abs>$
   ^5/*5$ ^пэрэёԓӄыԓ/пирик<v><tv><ptcp><pass><nmzr><sg><abs>$
   ^5/*5$ ^пынԓёгъэ/пынԓёк<v><iv><neut><aor><s_sg2>/пынԓёк<v><iv><neut><aor><s_sg3>$
   ^5/*5$ ^пиӈкугъи/пиӈкук<v><iv><neut><aor><s_sg2>/пиӈкук<v><iv><neut><aor><s_sg3>$
   ^5/*5$ ^ок/ок<ij>$
   ^5/*5$ ^нэԓьунэт/ԓьук<v><tv><neut><aor><a_pl3><o_pl3>$
   ^5/*5$ ^нэтчыгъэн/*нэтчыгъэн$
   ^5/*5$ ^нэнтыгъэн/*нэнтыгъэн$
   ^5/*5$ ^нырэӄигыт/рэӄык<v><iv><stat><hab><s_sg2>/рэӄык<v><tv><stat><hab><a_3><o_sg2>$
   ^5/*5$ ^нынымытваӄэнат/нымытвак<v><iv><stat><hab><s_pl3>/нымытвак<v><tv><stat><hab><a_pl3><o_pl3>$
   ^5/*5$ ^нынтыӄин/рытык<v><iv><stat><hab><s_sg3>/рытык<v><tv><stat><hab><a_pl3><o_sg3>/ӈытык<v><iv><stat><hab><s_sg3>/ӈытык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^5/*5$ ^нымкыӄин/нымкыӄин<adj><3sg>$
   ^5/*5$ ^ныкитэ/ныкитэ<adv>$
   ^5/*5$ ^нинэткуӄинэт/*нинэткуӄинэт$
   ^5/*5$ ^нинэгитэӄин/*нинэгитэӄин$
   ^5/*5$ ^мынӄамэтвамык/ӄамэтвак<v><iv><neut><intn><s_pl1>$
   ^5/*5$ ^мынгэпы/*мынгэпы$
   ^5/*5$ ^мууԓьыт/мууԓьын<n><pl><abs>/мууԓьын<n><px3pl><abs>$
   ^5/*5$ ^кэйӈэ/кэйӈын<n><erg>$
   ^5/*5$ ^кыпԓынэн/*кыпԓынэн$
   ^5/*5$ ^итыкэвын/*итыкэвын$
   ^5/*5$ ^иргъи/ирык<v><iv><neut><aor><s_sg2>/ирык<v><iv><neut><aor><s_sg3>/ниркэн<v><iv><neut><aor><s_sg2>/ниркэн<v><iv><neut><aor><s_sg3>$
   ^5/*5$ ^игыт/игыр<adv>$
   ^5/*5$ ^ейвэчу/*ейвэчу$
   ^5/*5$ ^гымыкы/гым<prn><pers><p1><sg><all>$
   ^5/*5$ ^гымык/гым<prn><pers><p1><sg><loc>$
   ^5/*5$ ^гитэнин/гитэк<v><tv><neut><aor><a_sg3><o_sg3>$
   ^5/*5$ ^ганымытваԓенат/нымытвак<v><iv><stat><perf><s_pl3>$
   ^5/*5$ ^вэԓер/вэԓер<part>$
   ^5/*5$ ^вэтгыры/вэтгыры<adv>$
   ^5/*5$ ^вэнтыгъи/вэнтык<v><iv><neut><aor><s_sg2>/вэнтык<v><iv><neut><aor><s_sg3>$
   ^5/*5$ ^вуԓӄытвик/вуԓӄытвикин<v><iv><gna_ant>/вуԓӄытвикин<v><iv><inf>$
   ^5/*5$ ^винвэ/винвэкин<adj><3sg>/винвэ<adv>/вины<n><erg>$
   ^5/*5$ ^ваԓёмнэн/ваԓёмык<v><tv><neut><aor><a_sg3><o_sg3>$
   ^5/*5$ ^вакъогъэ/вакъок<v><iv><neut><aor><s_sg2>/вакъок<v><iv><neut><aor><s_sg3>$
   ^5/*5$ ^вайыӈӄэн/*вайыӈӄэн$
   ^5/*5$ ^аӈӄак/аӈӄакэн<v><iv><gna_ant>/аӈӄакэн<v><iv><inf>/аӈӄы<n><loc>$
   ^5/*5$ ^ачыгнэн/ачыӈык<v><tv><neut><aor><a_sg3><o_sg3>$
   ^5/*5$ ^антока/ӈыток<v><iv><neg><hab><vb>/ӈыток<v><tv><neg><hab><vb>$
   ^5/*5$ ^амӄынэргатык/*амӄынэргатык$
   ^5/*5$ ^амъатав/*амъатав$
   ^5/*5$ ^амноӈэты/эмнуӈ<n><all>$
   ^5/*5$ ^аʼткэвма/аʼткэвма<adv>$
   ^5/*5$ ^аʼачекымкын/аʼачек<n><coop><aa><ess>/аʼачек<n><coop><px3sg><abs>$
   ^5/*5$ ^Этԓы/этԓы<part>$
   ^5/*5$ ^Эви/эви<ij>/эви<part>/эвык<v><iv><neut><aor><s_sg2>/эвык<v><iv><neut><aor><s_sg3>/ёк<v><iv><th><neut><aor><s_sg2>/ёк<v><iv><th><neut><aor><s_sg3>$
   ^5/*5$ ^Эʼԓеӄуйым/*Эʼԓеӄуйым$
   ^5/*5$ ^Чакэтта/чакыгэт<n><erg>$
   ^5/*5$ ^Уӄӄэмӄэйынэ/*Уӄӄэмӄэйынэ$
   ^5/*5$ ^Увипԓыткук/увик<v><iv><compl><gna_ant>/увик<v><iv><compl><inf>$
   ^5/*5$ ^Уʼвэӄуч/уʼвэӄуч<n><sg><abs>$
   ^5/*5$ ^Пыкиринэӈу/пыкирык<v><iv><ger><ess>/пыкирык<v><iv><gna_res>/пыкирык<v><tv><ger><ess>$
   ^5/*5$ ^Пыкиргъи/пыкирык<v><iv><neut><aor><s_sg2>/пыкирык<v><iv><neut><aor><s_sg3>$
   ^5/*5$ ^Оок/*Оок$
   ^5/*5$ ^Нивӄинэт/ивык<v><iv><stat><hab><s_pl3>/ивык<v><tv><stat><hab><a_pl3><o_pl3>$
   ^5/*5$ ^Наӄамԓым/*Наӄамԓым$
   ^5/*5$ ^Мэ/*Мэ$
   ^5/*5$ ^Кэйӈын/кэйӈын<n><px3sg><abs>/кэйӈын<n><sg><abs>$
   ^5/*5$ ^Йиԓьы/*Йиԓьы$
   ^5/*5$ ^Ик/*Ик$
   ^5/*5$ ^Гако/*Гако$
   ^5/*5$ ^Вэнԓыги/вэнԓыги<adv>$
   ^5/*5$ ^Аръаԓя/аръаԓя<adv>$
   ^5/*5$ ^.../...<sent>$
   ^4/*4$ ^ԓынъёт/*ԓынъёт$
   ^4/*4$ ^ԓевыт/тыԓек<v><iv><th><neut><aor><s_pl3>/тыԓик<v><iv><th><neut><aor><s_pl3>/ԓевыт<n><sg><abs>$
   ^4/*4$ ^Ԓьунин/ԓьук<v><tv><neut><aor><a_sg3><o_sg3>$
   ^4/*4$ ^ӈэԓвыԓьык/*ӈэԓвыԓьык$
   ^4/*4$ ^ӈытогъат/ӈыток<v><iv><neut><aor><s_pl3>$
   ^4/*4$ ^ӈаԓвыԓьийӈын/*ӈаԓвыԓьийӈын$
   ^4/*4$ ^ӈаанӄэн/ӈаанӄэн<prn><dem><sg><abs>$
   ^4/*4$ ^Ӈээккэтэ/ӈээккэт<n><erg>$
   ^4/*4$ ^Ӈытогъат/ӈыток<v><iv><neut><aor><s_pl3>$
   ^4/*4$ ^Ӈотӄэн/ӈотӄэн<prn><dem><sg><abs>$
   ^4/*4$ ^ӄэԓёӄ/*ӄэԓёӄ$
   ^4/*4$ ^ӄыԓеркын/тыԓек<v><iv><prog><intn><s_sg2>/тыԓек<v><tv><prog><intn><a_sg2><o_sg3>$
   ^4/*4$ ^ӄыӄамэтвагэ/ӄамэтвак<v><iv><neut><intn><s_sg2>$
   ^4/*4$ ^ӄонагтэ/ӄонагтэ<n><sg><abs>$
   ^4/*4$ ^Ӄԓявыԓя/ӄԓявыԓ<n><erg>$
   ^4/*4$ ^Ӄунԓеԓюӄэй/*Ӄунԓеԓюӄэй$
   ^4/*4$ ^Ӄунԓеԓюн/*Ӄунԓеԓюн$
   ^4/*4$ ^яӈагты/*яӈагты$
   ^4/*4$ ^яраӄай/яраӈы<n><dim><sg><abs>$
   ^4/*4$ ^эченур/эченур<adv>$
   ^4/*4$ ^этаны/*этаны$
   ^4/*4$ ^эрэтгъи/эрэтык<v><iv><neut><aor><s_sg2>/эрэтык<v><iv><neut><aor><s_sg3>$
   ^4/*4$ ^эпԓеэн/*эпԓеэн$
   ^4/*4$ ^энарэрыԓьэгым/*энарэрыԓьэгым$
   ^4/*4$ ^эмэԓкэ/мэԓмэԓ<n><prv>/эԓкык<v><iv><restr><vb>/эԓкык<v><tv><restr><vb>$
   ^4/*4$ ^эмчымче/чымчекин<adj><3sg>/чымчык<v><iv><restr><vb>/чымчык<v><tv><restr><vb>$
   ^4/*4$ ^эймэквъи/*эймэквъи$
   ^4/*4$ ^эʼнӄу/*эʼнӄу$
   ^4/*4$ ^ытԓыгэты/ытԓыгын<n><all>$
   ^4/*4$ ^ытԓывъёт/*ытԓывъёт$
   ^4/*4$ ^ынӄоръым/*ынӄоръым$
   ^4/*4$ ^ынпыначгыӄагтэ/*ынпыначгыӄагтэ$
   ^4/*4$ ^ынпыначгын/ынпыначгын<n><px3sg><abs>/ынпыначгын<n><sg><abs>$
   ^4/*4$ ^ынкыри/ынкыри<adv>$
   ^4/*4$ ^ынинэт/*ынинэт$
   ^4/*4$ ^ымыԓьорык/ымыԓьо<prn><quant><aa><loc>/ымыԓьо<prn><quant><aa><pl><erg><def>/ымыԓьо<prn><quant><aa><pl><loc><def>$
   ^4/*4$ ^ыʼттъымыт/ыʼттъым<n><pl><abs>/ыʼттъым<n><px3pl><abs>$
   ^4/*4$ ^ыʼсӄаӄовэнӄор/*ыʼсӄаӄовэнӄор$
   ^4/*4$ ^ы/*ы$
   ^4/*4$ ^чывипыт/чывипыт<n><sg><abs>$
   ^4/*4$ ^чавчыват/*чавчыват$
   ^4/*4$ ^тэйкынинэт/тэйкык<v><tv><neut><aor><a_sg3><o_pl3>$
   ^4/*4$ ^тэгъеӈу/*тэгъеӈу$
   ^4/*4$ ^тыԓьунэт/ԓьук<v><tv><neut><aor><a_sg1><o_pl3>$
   ^4/*4$ ^тыттэтгъи/тыттук<v><iv><th><neut><aor><s_sg2>/тыттук<v><iv><th><neut><aor><s_sg3>/тыттэтык<v><iv><neut><aor><s_sg2>/тыттэтык<v><iv><neut><aor><s_sg3>$
   ^4/*4$ ^тымкыԓевыт/*тымкыԓевыт$
   ^4/*4$ ^татԓыгнэнат/татԓыӈык<v><tv><neut><aor><a_sg3><o_pl3>$
   ^4/*4$ ^тааԓгыԓятгъэ/тааԓгыԓятык<v><iv><neut><aor><s_sg2>/тааԓгыԓятык<v><iv><neut><aor><s_sg3>$
   ^4/*4$ ^рэԓкучыку/*рэԓкучыку$
   ^4/*4$ ^рэтыӈ/итык<v><iv><caus><vb>/итык<v><tv><caus><vb>/рэтык<v><iv><vb>/рэтык<v><tv><vb>$
   ^4/*4$ ^рыпкирэннин/пыкирык<v><tv><caus><th><neut><aor><a_sg3><o_sg3>/рыпкирэтык<v><tv><neut><aor><a_sg3><o_sg3>$
   ^4/*4$ ^риӈэгъи/риӈэк<v><iv><neut><aor><s_sg2>/риӈэк<v><iv><neut><aor><s_sg3>$
   ^4/*4$ ^пэтԓеӄэй/*пэтԓеӄэй$
   ^4/*4$ ^пыгпыг/*пыгпыг$
   ^4/*4$ ^панэна/*панэна$
   ^4/*4$ ^паагъэ/паак<v><iv><neut><aor><s_sg2>/паак<v><iv><neut><aor><s_sg3>$
   ^4/*4$ ^очыткогъэ/очык<v><iv><ap2><neut><aor><s_sg2>/очык<v><iv><ap2><neut><aor><s_sg3>/очык<v><iv><iter><neut><aor><s_sg2>/очык<v><iv><iter><neut><aor><s_sg3>/очык<v><iv><utilit><neut><aor><s_sg2>/очык<v><iv><utilit><neut><aor><s_sg3>/очык<v><tv><neut><aor><a_sg2><o_pl1>/очыткок<v><iv><neut><aor><s_sg2>/очыткок<v><iv><neut><aor><s_sg3>/очыткоԓьын<v><iv><neut><aor><s_sg2>/очыткоԓьын<v><iv><neut><aor><s_sg3>/очыԓьын<v><iv><ap2><neut><aor><s_sg2>/очыԓьын<v><iv><ap2><neut><aor><s_sg3>/очыԓьын<v><iv><iter><neut><aor><s_sg2>/очыԓьын<v><iv><iter><neut><aor><s_sg3>/очыԓьын<v><iv><utilit><neut><aor><s_sg2>/очыԓьын<v><iv><utilit><neut><aor><s_sg3>$
   ^4/*4$ ^оʼраӈанӄо/*оʼраӈанӄо$
   ^4/*4$ ^оʼравэты/уʼрэвык<v><iv><vb>/уʼрэвык<v><tv><vb>$
   ^4/*4$ ^нэԓьун/ԓьук<v><tv><neut><aor><a_pl3><o_sg3>$
   ^4/*4$ ^нэнԓьэтэтын/рыԓьэтэтык<v><tv><neut><aor><a_pl3><o_sg3>$
   ^4/*4$ ^нэнаԓвавӄэн/*нэнаԓвавӄэн$
   ^4/*4$ ^нэнанмыӄэнат/*нэнанмыӄэнат$
   ^4/*4$ ^ныԓеӄинэт/тыԓек<v><iv><stat><hab><s_pl3>/тыԓек<v><tv><stat><hab><a_pl3><o_pl3>$
   ^4/*4$ ^ныԓвавӄэн/ԓывавык<v><iv><stat><hab><s_sg3>/ԓывавык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^4/*4$ ^ныӄамэтваӄэнат/ӄамэтвак<v><iv><stat><hab><s_pl3>/ӄамэтвак<v><tv><stat><hab><a_pl3><o_pl3>$
   ^4/*4$ ^ныӄамэтваӄэн/ӄамэтвак<v><iv><stat><hab><s_sg3>/ӄамэтвак<v><tv><stat><hab><a_pl3><o_sg3>$
   ^4/*4$ ^ныткивӄин/кивык<v><iv><stat><hab><s_sg3>/кивык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^4/*4$ ^нырагтыӄэн/рагтык<v><iv><stat><hab><s_sg3>/рагтык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^4/*4$ ^ныпкирӄин/пыкирык<v><iv><stat><hab><s_sg3>/пыкирык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^4/*4$ ^нъэԓгъэт/нъэԓык<v><iv><neut><aor><s_pl3>$
   ^4/*4$ ^нотачгатгыргычыко/*нотачгатгыргычыко$
   ^4/*4$ ^нотагты/нутэнут<n><all>$
   ^4/*4$ ^нитӄинэт/итык<v><iv><stat><hab><s_pl3>/итык<v><tv><stat><hab><a_pl3><o_pl3>$
   ^4/*4$ ^нинэԓьуӄин/*нинэԓьуӄин$
   ^4/*4$ ^нинэԓгыӄин/*нинэԓгыӄин$
   ^4/*4$ ^нинэнтыӄин/инэнтык<v><iv><stat><hab><s_sg3>/инэнтык<v><tv><stat><hab><a_pl3><o_sg3>$
   ^4/*4$ ^наранмыгыт/*наранмыгыт$
   ^4/*4$ ^нанӄыԓьын/нанӄын<n><rel_n><aa><ess>/нанӄын<n><rel_n><px3sg><abs>/нанӄын<n><rel_n><sg><abs>/нанӄыԓьын<n><px3sg><abs>/нанӄыԓьын<n><sg><abs>$
   ^4/*4$ ^нанмыркын/*нанмыркын$
   ^4/*4$ ^нанмынат/*нанмынат$
   ^4/*4$ ^мэԓётаԓгын/мэԓётаԓгын<n><sing><abs>$
   ^4/*4$ ^мэчичьу/*мэчичьу$
   ^4/*4$ ^мыӈигрэп/*мыӈигрэп$
   ^4/*4$ ^мытынмыгъан/*мытынмыгъан$
   ^4/*4$ ^мынԓеркын/рыԓек<v><iv><prog><intn><s_sg1>/рыԓек<v><tv><prog><intn><a_sg1><o_sg3>/тыԓек<v><iv><prog><intn><s_pl1>/тыԓек<v><tv><prog><intn><a_pl1><o_sg3>$
   ^4/*4$ ^мынгыԓгын/*мынгыԓгын$
   ^4/*4$ ^мынгытча/*мынгытча$
   ^4/*4$ ^моочгычымӈы/*моочгычымӈы$
   ^4/*4$ ^кэԓьэтэ/*кэԓьэтэ$
   ^4/*4$ ^китаӄун/*китаӄун$
   ^4/*4$ ^йыԓнин/йыԓык<v><tv><neut><aor><a_sg3><o_sg3>$
   ^4/*4$ ^йыӄӄай/*йыӄӄай$
